X,Y,RecId,CrimeId,AgencyId,Block,Street,City,State,Zip,CrimeCode,CrimeDescription,Aggregated Desc
-122.0739654,37.69311356,438489,19021802,ACSO,20900 REDWOOD RD,20925 REDWOOD RD,CASTRO VALLEY,CA,94546,999,ARREST WARRANT - FEL,
-122.0902446,37.71114153,438492,19021806,ACSO,18500 CARLWYN DR,18514 CARLWYN DR,CASTRO VALLEY,CA,94546,999,INFORMATIONAL REPORT,
-122.0740061,37.69759315,438500,19021811,ACSO,20600 REDWOOD RD,20629 REDWOOD RD,CASTRO VALLEY,CA,94546,120,ROBBERY,
-122.0778198,37.69602954,438503,19021815,ACSO,20600 RUSTIC DR,20663 RUSTIC DR,CASTRO VALLEY,CA,94546,90Z,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,
-122.0231069,37.7633339,438504,19021816,ACSO,10500 CROW CANYON RD,10536 CROW CANYON RD,CASTRO VALLEY,CA,94552,999,OUTSIDE AGENCY ASSIST,
-122.1300702,37.68770698,438507,19021818,ACSO,15500 HESPERIAN BL,15556 HESPERIAN BL,SAN LORENZO,CA,94580,23A,PETTY THEFT,
-122.1288594,37.71351746,438510,19021822,ACSO,14600 SATURN DR,14602 SATURN DR,SAN LEANDRO,CA,94578,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0887558,37.69330933,438511,19021819,ACSO,2500 CASTRO VALLEY BL,2532 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0954348,37.69385132,438512,19021823,ACSO,20400 JOHN DR,20461 JOHN DR,CASTRO VALLEY,CA,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.0483907,37.67976606,438514,19021821,ACSO,3200 D ST,3269 D ST,HAYWARD,CA,94541,13A,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,
-122.0483907,37.67976606,438514,19021821,ACSO,3200 D ST,3269 D ST,HAYWARD,CA,94541,11C,SEXUAL BATTERY FOR THE PURPOSE OF SEXUAL AROUSAL,
-122.1236559,37.67631589,438516,19021825,ACSO,17200 VIA ANDETA,17282 VIA ANDETA,SAN LORENZO,CA,94580,90Z,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,
-122.1240573,37.70897646,438517,19021826,ACSO,15000 FREEDOM AV,15015 FREEDOM AV,SAN LEANDRO,CA,94578,23F,BURGLARY - VEHICLE,
-122.1065546,37.69895463,438520,19021827,ACSO,16500 FOOTHILL BL,16500 FOOTHILL BL,SAN LEANDRO,CA,94578,120,ROBBERY,
-122.107552,37.69230182,438524,19021828,ACSO,1400 168TH AV,1440 168TH AV,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
-122.0794542,37.70365663,438526,19021830,ACSO,19100 GARRISON AV,19180 GARRISON AV,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1294406,37.68357971,438532,19021833,ACSO,15800 HESPERIAN BL,15840 HESPERIAN BL,SAN LORENZO,CA,94580,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.0872729,37.69814592,438534,19021834,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-121.6699704,37.65925164,438535,19021835,ACSO,10000 TESLA RD,10041 TESLA RD,LIVERMORE,CA,94550,999,72 HOUR MENTAL HEALTH,
-122.12129,37.7158726,438536,19021831,ACSO,2000 FAIRMONT DR,2060 FAIRMONT DR,SAN LEANDRO,CA,94578,13B,BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,
-122.1203834,37.70765775,438538,19021837,ACSO,15400 FOOTHILL BL,15430 FOOTHILL BL,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
-122.1205364,37.70775738,438539,19021838,ACSO,15400 FOOTHILL BL,15400 FOOTHILL BL,SAN LEANDRO,CA,94578,90C,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,
-122.1205364,37.70775738,438539,19021838,ACSO,15400 FOOTHILL BL,15400 FOOTHILL BL,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.1130679,37.68244081,438541,19021840,ACSO,18300 BOSTON RD,18370 BOSTON RD,HAYWARD,CA,94541,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1092949,37.69548167,438542,19021841,ACSO,1500 165TH AV,1570 165TH AV,SAN LEANDRO,CA,94578,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0790703,37.70091137,438545,19021845,ACSO,MIRAMAR AV/ ROLANDO AV,MIRAMAR AV/ ROLANDO AV,CASTRO VALLEY,CA,94546,999,INCIDENT REPORT,
-122.105494,37.70015478,438548,19021849,ACSO,2000 MIRAMONTE AV,2041 MIRAMONTE AV,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
-122.1106866,37.68025116,438549,19021850,ACSO,100 MEDFORD AV,139 MEDFORD AV,HAYWARD,CA,94541,999,72 HOUR MENTAL HEALTH,
-122.114207,37.6925318,438550,19021846,ACSO,16300 KENT AV,16385 KENT AV,SAN LORENZO,CA,94580,999,RECOVERED STOLEN VEHICLE,
-122.1156369,37.68133283,438551,19021851,ACSO,0 WHITNEY CT,53 WHITNEY CT,HAYWARD,CA,94541,999,72 HOUR MENTAL HEALTH,
-122.062201,37.68979644,438552,19021852,ACSO,22100 CENTER ST,22108 CENTER ST,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-121.6849168,37.66441558,438553,19021848,ACSO,8400 TESLA RD,8427 TESLA RD,LIVERMORE,CA,94550,999,DEATH UNATTENDED / ATTENDED,
-122.1071818,37.6773132,438556,19021854,ACSO,100 BLOSSOM WY,196 BLOSSOM WY,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0790703,37.70091752,438559,19021859,ACSO,CASTRO VALLEY BL/ REDWOOD RD,CASTRO VALLEY BL/ REDWOOD RD,CASTRO VALLEY,CA,94546,90D,DUI ALCOHOL/DRUG W/PRIORS,
-122.0790703,37.70091752,438561,19021860,ACSO,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY,CA,94546,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.0790703,37.70091752,438561,19021860,ACSO,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0790703,37.70091752,438561,19021860,ACSO,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY BL/ SAN MIGUEL AV,CASTRO VALLEY,CA,94546,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1020004,37.66960324,438563,19021863,ACSO,22200 MEEKLAND AV,22240 MEEKLAND AV,HAYWARD,CA,94541,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1230101,37.70987277,438564,19021864,ACSO,15000 FOOTHILL BL,15001 FOOTHILL BL,SAN LEANDRO,CA,94578,999,OUTSIDE AGENCY ASSIST,
-122.0634543,37.71481792,438565,19021865,ACSO,18400 MADISON AV,18457 MADISON AV,CASTRO VALLEY,CA,94546,999,MISSING PERSON,
-122.1197131,37.66820623,438567,19021856,ACSO,19500 HESPERIAN BL,19501 HESPERIAN BL,HAYWARD,CA,94541,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,
-122.1197131,37.66820623,438567,19021856,ACSO,19500 HESPERIAN BL,19501 HESPERIAN BL,HAYWARD,CA,94541,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.1197131,37.66820623,438567,19021856,ACSO,19500 HESPERIAN BL,19501 HESPERIAN BL,HAYWARD,CA,94541,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0894506,37.6743938,438576,19021871,ACSO,A ST/ ALICE ST,A ST/ ALICE ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0894506,37.6743938,438576,19021871,ACSO,A ST/ ALICE ST,A ST/ ALICE ST,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0894506,37.6743956,438577,19021873,ACSO,GROVE WY/ MONTGOMERY AV,GROVE WY/ MONTGOMERY AV,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0894506,37.6743956,438577,19021873,ACSO,GROVE WY/ MONTGOMERY AV,GROVE WY/ MONTGOMERY AV,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0894506,37.6743956,438577,19021873,ACSO,GROVE WY/ MONTGOMERY AV,GROVE WY/ MONTGOMERY AV,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.1328173,37.66635565,438578,19021875,ACSO,17300 VIA CHIQUITA,17381 VIA CHIQUITA,SAN LORENZO,CA,94580,999,"LOST,STOLEN LICENSE PLATE",
-122.0739341,37.69232592,438579,19021874,ACSO,20800 REDWOOD RD,20859 REDWOOD RD,CASTRO VALLEY,CA,94546,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.0894506,37.6743938,438580,19021877,ACSO,KELLY ST/ WILDWOOD ST,KELLY ST/ WILDWOOD ST,HAYWARD,CA,94541,999,INFORMATIONAL REPORT,
-122.0557239,37.68545288,438581,19021878,ACSO,2700 SPARKS WY,2750 SPARKS WY,HAYWARD,CA,94541,R24,RECOVERED STOLEN AUTO - OUTSIDE AGENCY,
-122.1300123,37.68613915,438585,19021881,ACSO,15600 HESPERIAN BL,15609 HESPERIAN BL,SAN LORENZO,CA,94580,999,ARREST WARRANT - MISD,
-122.0834134,37.69844271,438586,19021880,ACSO,20100 ANITA AV,20180 ANITA AV,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0907555,37.66827082,438593,19021888,ACSO,ALICE ST @ C ST,ALICE ST @ C ST,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-121.7339175,37.70599096,438595,19021894,ACSO,GRANT LINE RD/ JESS RANCH RD,GRANT LINE RD/ JESS RANCH RD,LIVERMORE,CA,94551,23G,VEHICLE TAMPERING - THEFT VEH PARTS,
-122.1876303,37.6968891,438596,19021892,ACSO,0 MONARCH BAY DR,68 MONARCH BAY DR,SAN LEANDRO,CA,94577,90F,VIOLATE PROTECTIVE ORDER:DOMESTIC VIOLENCE:W/PRIOR,
-122.1876303,37.6968891,438596,19021892,ACSO,0 MONARCH BAY DR,68 MONARCH BAY DR,SAN LEANDRO,CA,94577,999,ARREST WARRANT - FEL,
-122.1373931,37.68097045,438598,19021893,ACSO,15700 WASHINGTON AV,15752 WASHINGTON AV,SAN LORENZO,CA,94580,999,72 HOUR MENTAL HEALTH,
-122.0790572,37.70090641,438603,19021897,ACSO,CASTRO VALLEY BL/ NUNES AV,CASTRO VALLEY BL/ NUNES AV,CASTRO VALLEY,CA,94546,23F,BURGLARY - VEHICLE,
-122.0726257,37.69515525,438604,19021895,ACSO,3400 CASTRO VALLEY BL,3495 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,90Z,TRANSIENT REGISTRATION,
-122.0778198,37.69602954,438607,19021901,ACSO,20600 RUSTIC DR,20663 RUSTIC DR,CASTRO VALLEY,CA,94546,23F,BURGLARY - VEHICLE,
-122.1294406,37.68357971,438611,19021903,ACSO,15800 HESPERIAN BL,15840 HESPERIAN BL,SAN LORENZO,CA,94580,999,ARREST WARRANT - MISD,
-122.0849925,37.6940543,438612,19021904,ACSO,20800 RUTLEDGE RD,20835 RUTLEDGE RD,CASTRO VALLEY,CA,94546,999,ARREST WARRANT - MISD,
-122.0872729,37.69814592,438614,19021905,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.0771349,37.69335708,438620,19021908,ACSO,21000 WILBEAM AV,21000 WILBEAM AV,CASTRO VALLEY,CA,94546,999,INFORMATIONAL REPORT,
-122.0522468,37.70085413,438622,19021911,ACSO,20400 BEACON HILL CT,20403 BEACON HILL CT,CASTRO VALLEY,CA,94552,999,72 HOUR MENTAL HEALTH,
-122.0872729,37.69814592,438624,19021914,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1316256,37.70520021,438626,19021906,ACSO,DONNA ST/ LOUISE ST,DONNA ST/ LOUISE ST,SAN LEANDRO,CA,94578,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.1316256,37.70520021,438626,19021906,ACSO,DONNA ST/ LOUISE ST,DONNA ST/ LOUISE ST,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION FELONY,
-122.1316256,37.70520021,438626,19021906,ACSO,DONNA ST/ LOUISE ST,DONNA ST/ LOUISE ST,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1224622,37.67275519,438627,19021912,ACSO,18000 HESPERIAN BL,18060 HESPERIAN BL,HAYWARD,CA,94541,999,DRIVE WHILE LIC SUSP DUI,
-122.1224622,37.67275519,438627,19021912,ACSO,18000 HESPERIAN BL,18060 HESPERIAN BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/0.08 PERCENT,
-122.1224622,37.67275519,438627,19021912,ACSO,18000 HESPERIAN BL,18060 HESPERIAN BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.1224622,37.67275519,438627,19021912,ACSO,18000 HESPERIAN BL,18060 HESPERIAN BL,HAYWARD,CA,94541,999,OPERATING VEH WHICH HAS BEEN PROHIBITED BY CRT ORD,
-122.137923,37.66537886,438628,19021913,ACSO,17300 VIA JULIA,17353 VIA JULIA,SAN LORENZO,CA,94580,220,BURGLARY,
-122.137923,37.66537886,438628,19021913,ACSO,17300 VIA JULIA,17353 VIA JULIA,SAN LORENZO,CA,94580,290,VANDALISM LESS THAN $400,
-122.1054561,37.6778791,438629,19021920,ACSO,400 BLOSSOM WY,404 BLOSSOM WY,HAYWARD,CA,94541,999,LOCATED PERSON -ADULT OR JUVENILE,
-122.0894506,37.6743938,438630,19021921,ACSO,GROVE WY/ LOCUST ST,GROVE WY/ LOCUST ST,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.0894506,37.6743938,438630,19021921,ACSO,GROVE WY/ LOCUST ST,GROVE WY/ LOCUST ST,HAYWARD,CA,94541,999,DRIVE WHILE LIC SUSP DUI,
-122.0894506,37.6743938,438630,19021921,ACSO,GROVE WY/ LOCUST ST,GROVE WY/ LOCUST ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0511345,37.69573344,438631,19021922,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,999,RECOVERED STOLEN VEHICLE,
-122.1088917,37.69146795,438632,19021923,ACSO,16900 E 14TH ST,16900 E 14TH ST,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE - FELONY,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,100,KIDNAPPING,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,100,FALSE IMPRISONMENT W/VIOLENCE/ETC,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,13A,FORCE OR ADW NOT FIREARM:GBI LIKELY,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.1277335,37.70222197,438633,19021910,ACSO,1300 FAIRMONT DR,1300 FAIRMONT DR,SAN LEANDRO,CA,94578,520,CARRY STOLEN LOADED FIREARM,
-122.1120009,37.68794907,438634,19021918,ACSO,600 KENDALL WY,605 KENDALL WY,HAYWARD,CA,94541,35A,POSSESS MARIJUANA FOR SALE,
-122.1120009,37.68794907,438634,19021918,ACSO,600 KENDALL WY,605 KENDALL WY,HAYWARD,CA,94541,35A,POSSESS MARIJUANA FOR SALE,
-122.0547841,37.68585762,438637,19021919,ACSO,22500 WOODROE AV,22505 WOODROE AV,HAYWARD,CA,94541,999,MISSING PERSON,
-122.0894506,37.6743956,438638,19021917,ACSO,W A ST/ HESPERIAN BL,W A ST/ HESPERIAN BL,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.0894506,37.6743938,438641,19021926,ACSO,CHERRY WY/ WESTERN BL,CHERRY WY/ WESTERN BL,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0894506,37.6743938,438641,19021926,ACSO,CHERRY WY/ WESTERN BL,CHERRY WY/ WESTERN BL,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.0894506,37.6743938,438641,19021926,ACSO,CHERRY WY/ WESTERN BL,CHERRY WY/ WESTERN BL,HAYWARD,CA,94541,999,DRIVER UNLICENSED,
-122.1430904,37.70478422,438642,19021929,ACSO,14300 WASHINGTON AV,14350 WASHINGTON AV,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1270609,37.70266855,438643,19021931,ACSO,E 14TH ST/ 163RD AV,E 14TH ST/ 163RD AV,SAN LEANDRO,CA,94578,90D,DUI ANY DRUG,
-122.0894506,37.6743938,438644,19021932,ACSO,D ST/ MISSION BL,D ST/ MISSION BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.1240851,37.70479916,438645,19021930,ACSO,1500 FAIRMONT DR,1505 FAIRMONT DR,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0790703,37.70091752,438646,19021933,ACSO,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY,CA,94546,90D,DUI ALCOHOL/DRUGS,
-122.0790703,37.70091752,438646,19021933,ACSO,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY,CA,94546,999,DRIVING WHILE LICENSE SUSPENDED FOR RECKLESS,
-122.0790703,37.70091752,438646,19021933,ACSO,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY,CA,94546,35A,POSSESS CONTROLLED SUBSTANCES W/O PRESCRIPTION,
-122.0644629,37.68880573,438650,19021937,ACSO,2800 GROVE WY,2881 GROVE WY,CASTRO VALLEY,CA,94546,999,LOST PROPERTY,
-122.0875351,37.69908811,438651,19021935,ACSO,19800 LAKE CHABOT RD,19845 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.0713772,37.68532873,438652,19021936,ACSO,2500 GROVE WY,2501 GROVE WY,CASTRO VALLEY,CA,94546,35A,POSSESS CONTROLLED SUBSTANCE,
-122.0713772,37.68532873,438652,19021936,ACSO,2500 GROVE WY,2501 GROVE WY,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.110415,37.66615762,438656,19021939,ACSO,500 W A ST,525 W A ST,HAYWARD,CA,94541,35A,POSSESS CONTROLLED SUBSTANCE,
-122.110415,37.66615762,438656,19021939,ACSO,500 W A ST,525 W A ST,HAYWARD,CA,94541,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.0894506,37.6743956,438657,19021941,ACSO,LAUREL AV/ MEEKLAND AV,LAUREL AV/ MEEKLAND AV,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.1011329,37.69281838,438658,19021943,ACSO,17200 FOOTHILL BL,17290 FOOTHILL BL,SAN LEANDRO,CA,94546,999,ARREST WARRANT - MISD,
-122.1220656,37.68670664,438659,19021942,ACSO,0 E LEWELLING BL,44 E LEWELLING BL,SAN LORENZO,CA,94580,520,COMMERCE/TRANSFER/POSSESS BILLY CLUB,
-122.1220656,37.68670664,438659,19021942,ACSO,0 E LEWELLING BL,44 E LEWELLING BL,SAN LORENZO,CA,94580,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1220656,37.68670664,438659,19021942,ACSO,0 E LEWELLING BL,44 E LEWELLING BL,SAN LORENZO,CA,94580,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.150251,37.67203033,438661,19021946,ACSO,15800 VIA HORNITOS,15874 VIA HORNITOS,SAN LORENZO,CA,94580,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,
-122.1141388,37.70420372,438662,19021945,ACSO,17200 FOOTHILL AV,17290 FOOTHILL AV,SAN LEANDRO,CA,94578,999,OUTSIDE AGENCY ASSIST,
-122.0872729,37.69814592,438666,19021949,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,290,VANDALISM ($1000 OR LESS),
-122.1149787,37.70263833,438668,19021950,ACSO,15900 MAUBERT AV,15977 MAUBERT AV,SAN LEANDRO,CA,94578,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0821488,37.66919534,438669,19021951,ACSO,22800 FRANCISCO ST,22842 FRANCISCO ST,HAYWARD,CA,94541,999,INFORMATIONAL REPORT,
-122.1149291,37.70683069,438670,19021953,ACSO,1900 MANCHESTER RD,1919 MANCHESTER RD,SAN LEANDRO,CA,94578,90Z,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,
-122.1149291,37.70683069,438670,19021953,ACSO,1900 MANCHESTER RD,1919 MANCHESTER RD,SAN LEANDRO,CA,94578,13C,THREATEN CRIME W/INTENT TO TERRORIZE,
-122.0982455,37.6774816,438673,19021954,ACSO,21600 WESTERN BL,21602 WESTERN BL,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0596095,37.69999876,438677,19021961,ACSO,4400 PARADISE KNOLL,4426 PARADISE KNOLL,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.1244185,37.68091008,438678,19021960,ACSO,VIA BELLITA/ VIA GRANADA,VIA BELLITA/ VIA GRANADA,SAN LORENZO,CA,94580,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0610752,37.6789799,438684,19021959,ACSO,2000 D ST,2058 D ST,HAYWARD,CA,94541,520,FELON/ADDICT/ETC POSSESS FIREARM,
-122.0610752,37.6789799,438684,19021959,ACSO,2000 D ST,2058 D ST,HAYWARD,CA,94541,35A,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,
-122.0610752,37.6789799,438684,19021959,ACSO,2000 D ST,2058 D ST,HAYWARD,CA,94541,520,CARRY LOADED FIREARM:IN PUBLIC PLACE,
-122.1587711,37.72214115,438687,19021965,ACSO,1400 CARPENTIER ST,1400 CARPENTIER ST,SAN LEANDRO,CA,94577,999,EOD CALL OUT,
-122.0902446,37.71114153,438688,19021967,ACSO,18500 CARLWYN DR.,18514 CARLWYN DR.,CASTRO VALLEY,CA,,999,INFORMATIONAL REPORT,
-122.1265887,37.70475263,438695,19021975,ACSO,E 14TH ST/ 151ST AV,E 14TH ST/ 151ST AV,SAN LEANDRO,CA,94578,280,APPROPRIATE LOST PROPERTY (UNDER $400),
-122.0952436,37.66764034,438697,19021973,ACSO,100 B ST,158 B ST,HAYWARD,CA,94541,999,DRIVER UNLICENSED,
-122.0952436,37.66764034,438697,19021973,ACSO,100 B ST,158 B ST,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.0844886,37.67182839,438698,19021972,ACSO,800 B ST,826 B ST,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.048185,37.67988964,438699,19021976,ACSO,3300 D ST,3303 D ST,HAYWARD,CA,94541,23F,GRAND THEFT - FROM MOTOR VEHICLE,
-122.0727005,37.69532595,438701,19021977,ACSO,3700 CASTRO VALLEY BL,3784 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,999,ARREST WARRANT - MISD,
-122.0977643,37.66776147,438703,19021980,ACSO,100 A ST,184 A ST,HAYWARD,CA,94541,220,BURGLARY,
-122.1299112,37.70628636,438704,19021979,ACSO,14900 E 14TH ST,14900 E 14TH ST,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.1299641,37.70184173,438705,19021974,ACSO,15100 HESPERIAN BL,15100 HESPERIAN BL,SAN LEANDRO,CA,94578,90D,DUI ANY DRUG,
-122.1299641,37.70184173,438705,19021974,ACSO,15100 HESPERIAN BL,15100 HESPERIAN BL,SAN LEANDRO,CA,94578,999,LICENSE SUSPENDED/REVOKED,
-122.0759479,37.66278552,438706,19021981,ACSO,24600 MISSION BL,24601 MISSION BL,HAYWARD,CA,94544,90D,DUI ANY DRUG,
-122.0759479,37.66278552,438706,19021981,ACSO,24600 MISSION BL,24601 MISSION BL,HAYWARD,CA,94544,999,DRIVER UNLICENSED,
-122.0623854,37.66808033,438707,19021982,ACSO,24700 2ND ST,24739 2ND ST,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0894506,37.6743956,438708,19021984,ACSO,BIRCH ST/ MATTOX RD,BIRCH ST/ MATTOX RD,HAYWARD,CA,94541,999,DRIVER UNLICENSED,
-122.0894506,37.6743956,438708,19021984,ACSO,BIRCH ST/ MATTOX RD,BIRCH ST/ MATTOX RD,HAYWARD,CA,94541,999,OUTSIDE WARRANT-FEL,
-122.0983806,37.66391206,438709,19021985,ACSO,AMADOR ST/ ELMWOOD LA,AMADOR ST/ ELMWOOD LA,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.1077203,37.6921783,438715,19021990,ACSO,1400 168TH AV,1422 168TH AV,SAN LEANDRO,CA,94578,999,ARREST WARRANT - MISD,
-122.1141016,37.66747003,438717,19021993,ACSO,21100 ROYAL AV,21134 ROYAL AV,HAYWARD,CA,94541,90D,DUI ANY DRUG,
-122.0790703,37.70091137,438719,19021994,ACSO,FOOTHILL BL/ JOHN DR,FOOTHILL BL/ JOHN DR,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0790703,37.70091137,438719,19021994,ACSO,FOOTHILL BL/ JOHN DR,FOOTHILL BL/ JOHN DR,CASTRO VALLEY,CA,94546,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1169615,37.70167689,438720,19021989,ACSO,15900 MARCELLA ST,15941 MARCELLA ST,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE - FELONY,
